"idGame" "slugTeam" "namePlayer" "groupStartPosition" "idTeam" "idPlayer" "fgm" "fga" "pctFG" "fg3m" "fg3a" "pctFG3" "pctFT" "fg2m" "fg2a" "pctFG2" "cityTeam" "teamName" "minExact" "ftm" "fta" "oreb" "dreb" "treb" "ast" "stl" "blk" "tov" "pf" "pts" "pctTOVTeam" "ortg" "drtg" "netrtg" "ratioASTtoTOV" "pace" "possessions"
"87" 22100025 "PHX" "JaVale McGee" NA 1610612756 201580 4 5 0.8 0 0 0 0.25 4 5 0.8 "Phoenix" "JaVale" 13.0833333333333 1 4 0 4 4 0 0 0 0 2 9 0 126.7 103.6 23.1 0 106.39 30
"88" 22100025 "PHX" "Abdel Nader" NA 1610612756 1627846 1 2 0.5 1 1 1 0.5 0 1 0 "Phoenix" "Abdel" 9.43333333333333 1 2 0 1 1 1 0 0 0 0 4 0 90.5 120 -29.5 0 104.37 21
"89" 22100025 "PHX" "Landry Shamet" NA 1610612756 1629013 1 4 0.25 1 3 0.333333333333333 0 0 1 0 "Phoenix" "Landry" 14.5166666666667 0 0 0 1 1 0 0 0 0 2 3 0 116.1 113.3 2.8 0 100.85 31
"90" 22100025 "LAL" "LeBron James" "F" 1610612747 2544 8 18 0.444 5 9 0.555555555555556 1 3 9 0.333333333333333 "Los Angeles" "LeBron" 36.5333333333333 4 4 0 2 2 5 2 0 5 4 25 16.7 106.4 114.1 -7.7 1 102.48 78
"91" 22100025 "LAL" "Anthony Davis" "F" 1610612747 203076 6 18 0.333 0 1 0 0.909 6 17 0.352941176470588 "Los Angeles" "Anthony" 38.15 10 11 5 9 14 3 1 2 2 3 22 7.1 101.2 107.1 -5.9 1.5 105.06 83
"92" 22100025 "LAL" "DeAndre Jordan" "C" 1610612747 201599 1 1 1 0 0 0 0 1 1 1 "Los Angeles" "DeAndre" 10.2 0 0 1 3 4 1 0 0 0 1 2 0 113.6 100 13.6 0 101.18 22
"93" 22100025 "LAL" "Kent Bazemore" "G" 1610612747 203145 1 5 0.2 1 3 0.333333333333333 0.5 0 2 0 "Los Angeles" "Kent" 23.4666666666667 1 2 0 2 2 1 0 0 0 3 4 0 81.6 114 -32.4 0 101.25 49
"94" 22100025 "LAL" "Russell Westbrook" "G" 1610612747 201566 6 15 0.4 0 3 0 0.375 6 12 0.5 "Los Angeles" "Russell" 34.5833333333333 3 8 2 9 11 9 2 1 4 5 15 12.9 115.5 104 11.5 2.25 101.32 71
"95" 22100025 "LAL" "Malik Monk" NA 1610612747 1628370 2 5 0.4 1 4 0.25 1 1 1 1 "Los Angeles" "Malik" 16.8 2 2 0 1 1 1 0 0 1 0 7 12.5 73.5 122.2 -48.7 1 100 34
"96" 22100025 "LAL" "Carmelo Anthony" NA 1610612747 2546 5 11 0.455 4 6 0.666666666666667 1 1 5 0.2 "Los Angeles" "Carmelo" 24.8333333333333 2 2 3 2 5 1 0 0 1 3 16 7.1 125 107.5 17.5 1 101.48 52
"97" 22100025 "LAL" "Avery Bradley" NA 1610612747 202340 0 3 0 0 2 0 0 0 1 0 "Los Angeles" "Avery" 20.7666666666667 0 0 0 0 0 0 0 0 0 2 0 0 82.2 131.9 -49.7 0 106.32 45
